,Job Title,Company,Location,Job Url,Unnamed: 0
542,Research Analyst,New York State Office of the Attorney General,"New York, NY",https://www.indeed.com/rc/clk?jk=0a0283b7488b01a8&fccid=eaa4fafe5869b84d&vjs=3,
543,"Data Scientist, Square for Retail",Square,"New York, NY",https://www.indeed.com/rc/clk?jk=9471cd1e0b993906&fccid=09abad886b83c501&vjs=3,
544,Data Analytics,Quantbot Technologies,"New York, NY",https://www.indeed.com/rc/clk?jk=40b844210f00e904&fccid=b12feff5f0b7472f&vjs=3,
545,Data Scientist,WorkFusion,"New York, NY",https://www.indeed.com/rc/clk?jk=c29bd2f7e2a5d7bc&fccid=b480584f7bee501e&vjs=3,
546,Risk Operations,Ramp,"New York, NY",https://www.indeed.com/rc/clk?jk=f5cd1a441cd9f1b6&fccid=c5a99dfabd909b70&vjs=3,
547,Research Analyst,New York State Office of the Attorney General,"New York, NY",https://www.indeed.com/rc/clk?jk=0a0283b7488b01a8&fccid=eaa4fafe5869b84d&vjs=3,
548,"Data Scientist, Square for Retail",Square,"New York, NY",https://www.indeed.com/rc/clk?jk=9471cd1e0b993906&fccid=09abad886b83c501&vjs=3,
549,Data Analytics,Quantbot Technologies,"New York, NY",https://www.indeed.com/rc/clk?jk=40b844210f00e904&fccid=b12feff5f0b7472f&vjs=3,
550,Data Scientist,BigMarketlytics,"New York, NY",https://www.indeed.com/rc/clk?jk=f4860ffb51367302&fccid=283db367a711b13d&vjs=3,
551,Support Applicatif Front Office,Quanteam,"New York, NY",https://www.indeed.com/rc/clk?jk=31ecfc25578c1fb6&fccid=bf3fb669dcbf8d45&vjs=3,
552,"Sr. Manager, BI Engineering - Content Analytics, HBO Max",HBO Max,"New York, NY",https://www.indeed.com/rc/clk?jk=cbef2ceb494450d8&fccid=a710372f724c1e2e&vjs=3,
553,Creative Technologist,Gensler,"New York, NY",https://www.indeed.com/rc/clk?jk=2ca2ba0888229ef6&fccid=2794a4cf4bd23b43&vjs=3,
554,Junior Software Engineer (Python) - Equinox Fitness Clubs,EQUINOX,"New York, NY",https://www.indeed.com/rc/clk?jk=853a2b1781351ef1&fccid=8e93e0f1981af822&vjs=3,
555,"Data Analyst, Media Partnerships Strategy & Planning",Facebook,"New York, NY",https://www.indeed.com/rc/clk?jk=52a484dfb1b0c9bf&fccid=1639254ea84748b5&vjs=3,
556,Software Test Engineer,"Lukka, Inc","New York, NY",https://www.indeed.com/rc/clk?jk=2ad3a0d8d7b91d21&fccid=a3edf0c5400cb5b8&vjs=3,
557,Full Stack Developer,Amun,"New York, NY",https://www.indeed.com/rc/clk?jk=d23496fa6ae6e628&fccid=d7c529389969f648&vjs=3,
558,"Business Analyst, Revenue Cycle Management",Flatiron Health,"New York, NY",https://www.indeed.com/rc/clk?jk=6ec814a68f6cb75d&fccid=966804bce9d82eb0&vjs=3,
559,Recruiting Coordinator,Codecademy,"New York, NY",https://www.indeed.com/rc/clk?jk=c087b9976d5c3427&fccid=b9d4e9eceb3ff4c0&vjs=3,
0,Python Software Enginer ,Channable ,Utrecht (The Netherlands),https://jobs.github.com/positions/568f9a99-186d-4001-8f02-4d3aed7e0b9e,0.0
1,API Engineer / API Developer,ExpressVPN,Singapore,https://jobs.github.com/positions/3c0a7081-3d11-4d88-97ff-3230ac9d7662,1.0
2,Server-side Software Developer,ExpressVPN,London / Poznan / Remote,https://jobs.github.com/positions/c05204de-9a30-4b5d-9e53-4db079155253,2.0
3,Core/Backend Engineer,Playco,Remote,https://jobs.github.com/positions/46ab84b4-12dc-4a95-ab08-422428554dfc,3.0
4,Senior DevOps Engineer,PAI Health,"Vancouver, British Columbia",https://jobs.github.com/positions/fbc2dac0-f271-4258-961d-464f0cb6c80f,4.0
5,Senior Full Stack Engineer,PAI Health,"Vancouver, British Columbia",https://jobs.github.com/positions/aa02f7d8-f353-4885-a51d-073613afbc42,5.0
6,Software Development Team Lead,PAI Health,"Vancouver, British Columbia",https://jobs.github.com/positions/65f747a3-4a1f-47b3-8caf-1d92f6d0a39e,6.0
7,Data Analytics Engineer,Cognate BioServices,"Memphis, TN ",https://jobs.github.com/positions/c1d87c76-9f54-44b2-807c-983109e7c503,7.0
8,Backend Developer (m/w/d),Limango,Munich,https://jobs.github.com/positions/6b9326ee-7b5a-4346-95ea-a2e5ac4b7e81,8.0
9,Java Developer,Picnic Technologies BV,Amsterdam,https://jobs.github.com/positions/148384d7-0fd0-4663-b888-119325b05d0d,9.0
10,Developer tech hub HROffice in Utrecht,HROffice,Utrecht,https://jobs.github.com/positions/d4b2f167-45b2-42a2-bc1b-7684996c0c47,10.0
11,Lead Engineer - Healthcare SaaS  ,"DocVocate, Inc.","Portland, Oregon or US West Coast",https://jobs.github.com/positions/85ba20ff-912e-40c9-98c2-1cfe050dfe90,11.0
12,Lead Engineer,avoMD,Remote in the US,https://jobs.github.com/positions/1731001f-91e1-415e-a865-898a9f1279fa,12.0
13,Senior Software Engineer,Inficon,"East Syracuse, NY, US 13057",https://jobs.github.com/positions/bdbcfdbd-8082-438a-b72e-19329f10c1ed,13.0
14,CI/CD Engineer (m/f/d),Parity Technologies,Berlin/Remote,https://jobs.github.com/positions/0f5223c5-650a-4a97-be13-a45eb5e3f639,14.0
15,Site Reliability Engineer,Rails Machine,REMOTE,https://jobs.github.com/positions/72dd792b-5789-4451-b403-9510d0e478d3,15.0
16,Senior Software Engineer ,PVH,Amsterdam,https://jobs.github.com/positions/493d2348-2d02-4ee6-8c3e-e4e72da01af8,16.0
17,Support Engineer (Hasura Cloud),Hasura,Remote,https://jobs.github.com/positions/6986e1a2-990e-4386-9ca7-80a56293a4b3,17.0
18,Senior DevOps / Site Reliability Engineer (SRE) - Hasura Cloud,Hasura,Remote,https://jobs.github.com/positions/81f1d6e5-1d71-4142-8216-f8629ef88019,18.0
19,Fullstack Web Developer,Hasura,Remote,https://jobs.github.com/positions/bbe1e167-f135-4b0c-9d78-2f1825b6dac8,19.0
20,Fullstack engineer (React.js/Scala) (m/f/d),airfocus,Hamburg,https://jobs.github.com/positions/4e26ede3-b242-4366-8b99-22ecf8405ce1,20.0
21,Senior Frontend Developer,Wired Relations,Copenhagen,https://jobs.github.com/positions/7045ea85-c536-4891-8a90-8857f4ef4d34,21.0
22,Senior Fullstack Engineer - Javascript,VISI/ONE GmbH,Berlin,https://jobs.github.com/positions/37d79e89-f50f-459a-bc29-76e499cd4cba,22.0
23,Software Engineer (Data Focus) (all genders),FRIDAY,Berlin,https://jobs.github.com/positions/1a2d2306-3510-4ee2-945d-4c2217d35c24,23.0
24,Senior Enterprise Software Engineer (Kotlin),Ikayzo,United States,https://jobs.github.com/positions/377e8e58-7bd1-45ca-8ccf-4d633381d4c8,24.0
25,Senior Software Developer (Remote Available),InMotion Hosting,Virginia Beach ,https://jobs.github.com/positions/75e06ee5-aed7-40c5-8e97-c906f6dff08f,25.0
26,Full Stack Developer,NJI Media,"Alexandria, VA",https://jobs.github.com/positions/f72115bb-319a-4d82-beed-e0fd4fb5be39,26.0
27,BI-architect,VolkerWessels Telecom,Amersfoort ,https://jobs.github.com/positions/a66b7899-6d6a-4be4-8fef-f0364fbdd0d0,27.0
28,Fullstack Developer (m/w/d),Expert Systems AG,Berlin,https://jobs.github.com/positions/d0814933-08b2-408d-82e6-d4b49ea01b5a,28.0
29,Senior Backend Engineer (Kotlin/Spring boot),Superside,Remote/Europe,https://jobs.github.com/positions/7d20a54c-244b-4d92-9c6b-66c85cdbf876,29.0
30,Principal Data Scientist (f/m/d),SoundCloud,Berlin,https://jobs.github.com/positions/11db89a9-5b43-4deb-9780-81b3deb46005,30.0
31,Principal Data Architect (f/m/d),SoundCloud,Berlin,https://jobs.github.com/positions/00bcd48b-d062-4db7-9971-ea18ec6c563c,31.0
32,Node.js Backend Engineer (m/f/d),lengoo GmbH,"Berlin, Germany",https://jobs.github.com/positions/7d842069-8242-4a7d-bbda-08d0fd5fcb1b,32.0
33,Front-end Team Lead (React / Blockchain),Binance,Singapore,https://jobs.github.com/positions/adc996fe-5e04-40ec-bb50-45f4059f0de6,33.0
34,Software Engineer* Dynamics 365,PERI,"Weissenhorn, Germany",https://jobs.github.com/positions/241a62bb-3a28-476c-85c0-f9b19b7c3f49,34.0
35,Senior Software Engineer,Welcome,Remote | NYC,https://jobs.github.com/positions/43ddd9a4-4c49-46a0-8b3e-6f1b3e7c522b,35.0
36,Frontend Engineer,Parade,Remote,https://jobs.github.com/positions/a01151be-f939-48e7-9ce8-2d15cf88ce65,36.0
37,Senior Software Engineer,Rigado,"Portland, OR or Remote",https://jobs.github.com/positions/2940d1d6-767a-44dd-814a-f8e923bac67c,37.0
38,Solution Architect (m/w/d),ALDI Einkauf GmbH & Co. oHG,Essen,https://jobs.github.com/positions/e5948998-64f6-4186-9bdb-bf71aeb5fc01,38.0
39,Marketing Data Engineer (m/w/d),advalyze GmbH,Berlin,https://jobs.github.com/positions/6bb39f1f-18a1-45ec-b985-696e2f5a698b,39.0
40,Senior Full Stack Developer,Defendify,"Portland, ME (Remote OK)",https://jobs.github.com/positions/912fc53b-1b7f-427a-bc69-25f03b597f8c,40.0
41,Fullstack Developer (m/w/d),dirico,Koblenz,https://jobs.github.com/positions/b003b45c-6abb-4206-8a5c-171c6efb7d00,41.0
42,System Architect / Software Lead (m/w/d),Pixtunes GmbH,Berlin,https://jobs.github.com/positions/82f87bd6-2732-4555-8784-2595d662ccd8,42.0
43,Senior Javascript Developer,Construyo,Berlin,https://jobs.github.com/positions/6d3173e8-15bb-46b0-b24d-7bbc6d8def32,43.0
44,"Software Engineer – Web (Python, React.js)",Spanflug Technologies GmbH,Munich,https://jobs.github.com/positions/903ceca2-52e9-443c-a639-b2f032204589,44.0
45,Senior Frontend Developer (m/w/d),neubau kompass AG,Munich,https://jobs.github.com/positions/703a5132-4062-42d8-bb80-3a08ddbc8f94,45.0
46,full stack ontwikkelaar,Politie Nederland,Utrecht,https://jobs.github.com/positions/4d7664c8-8133-4ae7-b924-831a16721cdf,46.0
47,Senior React Native Engineer (Mobile),Axios,Remote (USA),https://jobs.github.com/positions/43bcafc4-3710-4f12-8701-120c3f1e4c83,47.0
48,Frontend Engineer (React/NextJS),Superside,Remote,https://jobs.github.com/positions/1f0bc6cd-6347-48a1-8754-98b09c264cf2,48.0
49,Dev Ops Engineer,Amun,Remote Remote [GMT+2 to GMT-5 zone preferred],https://jobs.github.com/positions/b35a2dd9-f16b-46fd-a1ef-223417e7ab77,49.0
50,Front End Developer,Amun,Remote Remote [GMT+2 to GMT-5 zone preferred],https://jobs.github.com/positions/a7c16735-0426-47aa-9d61-97388054f81b,50.0
51,"Microsoft Software Engineer. Dublin, Ireland.",Microsoft,"Dublin, Ireland",https://jobs.github.com/positions/aa5a4c42-7a7a-4513-9de6-a0daeba36d87,51.0
52,Solution Architect/Lead Developer,Discover New Art,Remote,https://jobs.github.com/positions/94a0f7e3-a485-4a7a-be7f-39c5adb7353c,52.0
53,Software Developer - Full Stack,Benco Dental,Nationwide/Remote,https://jobs.github.com/positions/0f48aadd-549a-4d74-a461-d889342de1aa,53.0
54,Data & Analytics DevOps Engineer (m/w/d),ALDI Einkauf GmbH & Co. oHG,Essen,https://jobs.github.com/positions/438e8528-77e3-4b85-a8ad-78fd6237cebd,54.0
55,Full stack Developer,Runding Corporation,"Folsom, CA",https://jobs.github.com/positions/636efdf7-4397-410a-8c6c-87c7b5e40e61,55.0
56,Softwareentwickler Java / Angular für Kliniksoftware (m/w/d),CompuGroup Medical SE & Co. KGaA,"St. Wolfgang, Erlangen oder Idstein",https://jobs.github.com/positions/c18565bf-25f1-4ece-bd65-eb94df1dc886,56.0
57,Senior UX/Frontend Engineer,CircleCI,Remote (United States or Canada) ,https://jobs.github.com/positions/973f1a85-5c30-41ce-8ccf-773689ef8955,57.0
58,Software Engineer (Can be Remote),"Element 84, Inc.",Alexandria,https://jobs.github.com/positions/ee2433e8-efa0-48d6-8999-b0b287d21c50,58.0
59,iOS Application Developer,Playfair Technologies Inc.,Toronto,https://jobs.github.com/positions/72926c36-a077-4dbc-9452-bb69974e4bcb,59.0
60,IT Operations Technical Lead,Public Health Institute,"Oakland, CA",https://jobs.github.com/positions/50f986a7-7833-4757-ae95-7f887f5e52a3,60.0
61,Full Stack Developer to make Autonomous Shipping A Reality!,Captain AI,Rotterdam,https://jobs.github.com/positions/62e57c52-27cb-4704-b2b7-2a542675358f,61.0
62,Experienced Software Engineer for 3D printing of large metal parts,RAMLAB,Rotterdam,https://jobs.github.com/positions/f50deafd-f853-4db4-bf58-d940752f0b19,62.0
63,BI Developer,SummaView,Amersfoort,https://jobs.github.com/positions/29adb196-c2c0-4a62-b5a2-3ac3c8682d6f,63.0
64,Senior Frontend Developer,Brandalley UK,London,https://jobs.github.com/positions/4d4e3881-d642-42af-81d5-05f996163651,64.0
65,Lead Developer (magento),Brandalley UK,London,https://jobs.github.com/positions/1fa92fe9-1d00-4ee1-b695-a0a39209389f,65.0
66,Requirements Engineer (m/w/d) - Functional Design for MDM & Mobility Tools,KfW Bankengruppe,Frankfurt,https://jobs.github.com/positions/dfa26f3d-aeb6-426f-9899-23f4b67c2a32,66.0
67,Datawarehouse specialist | ETL specialist,Intelligence Group B.V.,Rotterdam,https://jobs.github.com/positions/4080cc80-5745-42df-9e19-80c94e468662,67.0
68,Software Embedded Engineer,Gilat Satellite networks ,Israel  ,https://jobs.github.com/positions/3505a3dc-8946-40e3-b5c3-b920d6e8138a,68.0
69,"Software Engineer | Backend, Front-end, SDK/Integrations",Torus Labs Private Limited,Singapore,https://jobs.github.com/positions/9889260a-6437-4407-bfa5-0975b544682b,69.0
70,Technical Consultant (m/w/d),ALDI Einkauf GmbH & Co. oHG,Essen,https://jobs.github.com/positions/771b0b26-6996-4e13-90cb-725061337b36,70.0
71,Junior software ontwikkelaar,Tauw,Deventer,https://jobs.github.com/positions/f23a588a-073f-41c4-bcbc-ec253755400e,71.0
72,Senior full-stack .NET developer,Wordwall,Remote,https://jobs.github.com/positions/0f2c5945-ee62-4c8e-a681-a5811205b368,72.0
73,Test Automation Engineer Low-Code,Valori,Utrecht,https://jobs.github.com/positions/b21c93e9-1d2a-4710-b550-d613537eff82,73.0
74,Cloud Developer (m/w/d),abat+ GmbH,"Sankt Ingbert, Germany",https://jobs.github.com/positions/ef00aecc-02a1-4759-9015-1fbf1518768b,74.0
75,.NET/C# Software engineer,Tedas,Brummen,https://jobs.github.com/positions/86865d92-3b19-4e98-a441-f08b70290257,75.0
76,CTO Co-Founder,Launch Factory,"San Diego, CA",https://jobs.github.com/positions/de94535c-d505-4c3d-b48e-0dd72eb7cbfe,76.0
77,Senior Integrations Developer - EU based,Agiloft Inc,"Kyiv, Ukraine, Budapest, Hungary, Rostov-on Don, Russia",https://jobs.github.com/positions/908ce6bd-c01c-4c0a-b81b-a5ec310080a5,77.0
78,System Administrator ,Agiloft Inc,San Francisco Bay Area,https://jobs.github.com/positions/6092c5a7-b711-41be-8bc2-fb972294441c,78.0
79,QA Automation Engineer - EU based ,Agiloft Inc,"Kyiv, Ukraine, Rostov-on Don, Russia",https://jobs.github.com/positions/312006e7-bca3-4d88-9ff6-4eeb96593973,79.0
80,DeFi Tech Head  - XinFin[XDC] Network,XinFin[XDC] Network,Remote,https://jobs.github.com/positions/f878a4b2-ad30-4892-8e82-0b8405727143,80.0
81,Front-End Engineer,Nebo Agency,"Atlanta, GA",https://jobs.github.com/positions/50846e5f-fc5d-465d-9796-e15d7e3cb917,81.0
82, Front End Engineer (Javascript),Tolq.com,remote job,https://jobs.github.com/positions/cbc32e59-c23b-401b-983b-93483dbb72d1,82.0
83,Desktop Application Developer,ELISE GmbH,Bremen,https://jobs.github.com/positions/b8a2fad5-7994-4c87-8e88-aae729108063,83.0
84,Senior Full Stack Developer,RecycleSmart,Vancouver ,https://jobs.github.com/positions/5a1e7fa2-bd16-42bb-b4ca-2705d6279da6,84.0
85,"Manager, Software Engineering",The Bouqs,"Los Angeles, CA",https://jobs.github.com/positions/d658238e-70cd-415d-a4bf-6063f164fe70,85.0
86,Senior Java Software Engineer,Atlantis Technology,"Concord, MA",https://jobs.github.com/positions/d975817e-2358-4ab7-a389-a56b5cfd2752,86.0
87,Senior Web developer,Prezent Internet,Tilburg,https://jobs.github.com/positions/63cc4fd5-31ef-418e-85e0-a520c0e7569a,87.0
88,Software Engineer, Elekta,Veenendaal,https://jobs.github.com/positions/ef0bceb7-694e-4464-9a16-cbad98a393bb,88.0
89,Senior Software Engineer,LTA Research,"Sunnyvale, CA",https://jobs.github.com/positions/c74ff745-5565-4992-8e35-ed6e85997e0b,89.0
90,Infrastructure Engineer,Axios,Remote (USA),https://jobs.github.com/positions/8b4ddd44-282e-479c-bf91-722560759896,90.0
91,Principal Software Engineer - Full Stack,Leonardo DRS,Fully Remote,https://jobs.github.com/positions/50b9b476-87b8-42ca-935f-517ae53483b6,91.0
92,Site Reliability Engineer,Ably,"London, UK",https://jobs.github.com/positions/2413ae3e-7cc1-49ad-b901-c02f0e47ffb6,92.0
93,Azure DevOps Engineer (w/m/d),MAC IT-Solutions GmbH,Flensburg,https://jobs.github.com/positions/bfa92535-afe3-4cfc-a6d7-83e17aad21a3,93.0
94,Domein architect in Flevoland,Provincie Flevoland,"Visarenddreef 1, Lelystad",https://jobs.github.com/positions/00d50a2b-7bed-4a71-b4e1-b67c6ed415f3,94.0
95,Systemadministrator / IT Operations (m/w/d),lawpilots GmbH,Berlin,https://jobs.github.com/positions/e4c21b53-f5e5-4155-8390-f6750b8e17f5,95.0
96,React Native Mobile Developer,Connected Health Solutions BV,Greater Amsterdam Metropolitan Area,https://jobs.github.com/positions/40612355-9b00-4b4c-b395-ba66499a448d,96.0
97,Java developer,de Volksbank,"Pettelaarpark 120, 's Hertogenbosch",https://jobs.github.com/positions/ddeacc44-ac74-4f83-a736-875a590dd419,97.0
98,Mobile Software Developer (C++) - Video Game: Forge of Empires,InnoGames GmbH,Hamburg,https://jobs.github.com/positions/856907c3-edbe-4a3a-bc2f-5612ac485adf,98.0
99,Senior Software Engineer,"QSC, LLC","Boulder, CO",https://jobs.github.com/positions/8a2e3d35-65ba-411d-9952-2e1940b73a4a,99.0
100,Quality Engineer,"QSC, LLC","Costa Mesa, CA",https://jobs.github.com/positions/26507d9e-8c9f-48ec-ba24-bee590c1b49a,100.0
101,Engineering Lead (Ruby on Rails),OneClickPolitics,Washington DC,https://jobs.github.com/positions/909f8d33-2fc6-4776-a465-cc2ee5952cfa,101.0
102,Rust/Core Developer (m/f/d),Parity Technologies,Berlin/Remote,https://jobs.github.com/positions/948099b9-9953-42c7-9c89-b65991672b2f,102.0
103,Full Stack Developer,Amun,Remote Remote [GMT+2 to GMT-5 zone preferred],https://jobs.github.com/positions/17028832-66ae-40b3-a11d-92c3dcec7122,103.0
104,IT Service Manager (m/w/d),Consors Finanz BNP Paribas S.A. Niederlassung Deutschland,München,https://jobs.github.com/positions/e8fc714e-ead2-474a-b100-9b9b9cde6ece,104.0
105,Senior Software Engineer (AWS),GoCo Group plc,London,https://jobs.github.com/positions/30997816-c133-42b6-9233-78f5f6c34212,105.0
106,DevSecOps Engineer,Acknowledge,Eindhoven,https://jobs.github.com/positions/9118c47b-ab78-412b-8f9f-051e7e327465,106.0
107,Full Stack Software Engineer (m/f/d),holoride,Munich,https://jobs.github.com/positions/242dc72e-5388-49bb-837e-554c0c7bade7,107.0
108,Senior C++ Software Engineer (m/f/d),holoride,Munich,https://jobs.github.com/positions/9622c21f-cef5-4d65-a5bb-bbe604569e7e,108.0
109,(Senior) Java Backend Entwickler (m/w/d),ITS Berlin GmbH,Berlin,https://jobs.github.com/positions/55ecbdf1-7d28-4cd7-8162-2ed8ae370baa,109.0
110,Data Engineer,Sketchy Group,Los Angeles,https://jobs.github.com/positions/9da2b913-cb84-49aa-957b-28da326d0db3,110.0
111,Backend Engineer,Interior Define,Remote,https://jobs.github.com/positions/2c8d3e05-1150-461e-afdc-304cc19d2d02,111.0
112,Experienced Software Developers – Build Highly Reliable and Scalable Systems from Scratch!,Taurean Consulting Group,Remote (West Coast Preferred),https://jobs.github.com/positions/3d1aaac7-b165-4bd0-aef4-4f13d56de3da,112.0
113,(Senior) DevOps and IT Operations Engineer (m/w/d),ITS Berlin GmbH,Berlin,https://jobs.github.com/positions/ddfb088a-92d4-4d82-aad3-87de06b3d999,113.0
114,Frontend Developer (Haxe) - Video Game: Forge of Empires,InnoGames GmbH,Hamburg,https://jobs.github.com/positions/2e0d3ddf-c50a-4f94-b57c-3f6117fdd74e,114.0
115,Senior Full Stack Engineer,Blackout Dev, Remote,https://jobs.github.com/positions/9de8d269-a457-4452-80b1-8779ed80ebae,115.0
116,Lead Developer (Ruby on Rails),Heal.me,Remote,https://jobs.github.com/positions/ceb94260-a9b8-495e-b146-183e25949668,116.0
117,Senior Full Stack Engineer - Core Team,CircleCI,"North America, Ireland, Germany or the UK ",https://jobs.github.com/positions/530bed63-3539-4c40-9bbb-7dafc732e0ec,117.0
118,Staff Software Engineer - Growth Activation ,CircleCI,North America ,https://jobs.github.com/positions/ee56f139-c0bf-4bc1-bb75-be7e683d5d5d,118.0
119,Senior Site Reliability Engineer,CircleCI ,North America ,https://jobs.github.com/positions/1e689db0-dfa2-4825-8492-596bfe5accb1,119.0
120,Solution Architect* Configuration Solutions,PERI GmbH,"Weißenhorn, Germany",https://jobs.github.com/positions/a04decd3-b2f0-404f-8e5d-2007662fd41d,120.0
121,Enterprise Architect* Microsoft Azure,PERI,"Weissenhorn, Germany",https://jobs.github.com/positions/b09eba59-fcf5-47e7-90f4-01dc73c417b6,121.0
122,IT Administrator* Datacenter & Cloud,PERI,"Weissenhorn, Germany",https://jobs.github.com/positions/38fc5fba-4e3c-4a2b-8417-dcbcffe5b7b4,122.0
123,iOS Mobile Developer,InfraStructure Tech,"Miami, FL",https://jobs.github.com/positions/bda5d8d6-c587-4d39-86ef-d38c831d3be2,123.0
124,Senior Python Developer,Gemeente Amsterdam,Amsterdam,https://jobs.github.com/positions/3732cb0a-fbcb-48d4-a7f6-efe0e3550cef,124.0
125,IoT Engineer (m/w/d),azeti GmbH,Berlin,https://jobs.github.com/positions/145f2090-662d-4a84-88d9-b46bee909001,125.0
126,Data Quality Specialist,Sligro Food Group,Veghel,https://jobs.github.com/positions/1dba5d52-ed83-471d-ab88-dde319e5df3f,126.0
127,Application Engineer,Ocean Protocol,remote,https://jobs.github.com/positions/da1288f1-f534-480a-a068-73c2ceb4568e,127.0
128,Senior Blockchain Developer,Ocean Protocol,remote,https://jobs.github.com/positions/101bb655-f953-4aa5-815c-a170d12d4fa6,128.0
129,Technical Lead: Control Plane,Prisma,"Remote, or Berlin (Germany)",https://jobs.github.com/positions/481a576c-a284-45de-a3db-bb2b5ae65953,129.0
130,Experienced Power Apps developer,Spear Technologies,remote - must be located in US,https://jobs.github.com/positions/efe2509d-a7c0-4172-8e9a-f38fea2ff9ad,130.0
131,Fullstack Mobile Engineer (React Native),Fullstack,Remote,https://jobs.github.com/positions/619735aa-7ba6-473b-bc9e-8e5b84d7a1b5,131.0
132,Frontend Engineer (f/m/x),MILES Mobility GmbH,Berlin,https://jobs.github.com/positions/8732a0b3-2af2-469e-b86f-1b1933d553ea,132.0
133,Senior Back End Developer,TAUR,London,https://jobs.github.com/positions/7c329734-3549-4550-af45-770b2ab5c95a,133.0
